PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS08
4-character ID, P214
Station name, CorralitosCN2007
Begin Date, 2007-09-19
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, P214.pbo.igs08.pos
Offset from source file, 84.80 mm North, -111.12 mm East, -7.41 mm Vertical
Reference position, 37.0010206703 North Latitude, -121.7965693295 East Longitude, 73.27046 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2013-06-20,110.29, -207.12, -7.92, 2.37, 2.15, 11.37, rern6,
2013-06-21,110.83, -206.94, -5.26, 2.52, 2.27, 12.13, rern6,
2013-06-22,112.07, -205.45, -8.08, 2.44, 2.16, 11.48, rern6,
2013-06-23,111.78, -206.21, -2.83, 2.71, 2.34, 12.43, rern6,
2013-06-24,110.58, -208.71, 5.24, 2.37, 2.08, 10.99, rern6,
2013-06-25,110.74, -209.14, 1.48, 2.36, 2.11, 11.07, rern6,
2013-06-26,111.92, -207.40, -7.24, 2.5, 2.16, 11.37, rern6,
2013-06-27,109.40, -206.14, -13.97, 2.41, 2.18, 11.43, rern6,
2013-06-28,111.09, -208.40, -7.71, 2.47, 2.17, 11.42, rern6,
2013-06-29,112.98, -204.93, -5.90, 2.65, 2.3, 11.97, rern6,
2013-06-30,110.86, -208.43, -2.75, 2.35, 2.07, 10.73, rern6,
2013-07-01,112.75, -207.85, -7.73, 2.54, 2.25, 11.77, rern6,
2013-07-02,111.31, -208.46, 2.39, 2.42, 2.19, 11.46, rern6,
2013-07-03,110.57, -208.59, -6.08, 2.45, 2.22, 11.52, rern6,
2013-07-04,112.11, -207.99, -13.80, 2.45, 2.18, 11.42, rern6,
2013-07-05,111.56, -207.85, -5.86, 2.49, 2.21, 11.51, rern6,
2013-07-06,111.73, -209.64, -0.19, 2.32, 2.08, 10.72, rern6,
2013-07-07,110.97, -209.81, -2.83, 2.34, 2.09, 10.88, rern6,
2013-07-08,111.66, -209.73, -3.12, 2.29, 2.03, 10.55, rern6,
2013-07-09,111.23, -209.88, -3.70, 2.39, 2.12, 11.15, rern6,
2013-07-10,112.87, -209.98, -9.48, 2.59, 2.3, 11.99, rern6,
2013-07-11,113.16, -209.10, -12.54, 2.54, 2.29, 11.81, rern6,
2013-07-12,111.22, -210.62, -2.97, 2.45, 2.18, 11.41, rern6,
2013-07-13,111.63, -209.97, -6.60, 2.34, 2.06, 10.8, rern6,
2013-07-14,110.45, -210.70, 0.35, 2.39, 2.08, 11.08, rern6,
2013-07-15,111.96, -210.32, -6.74, 2.38, 2.11, 11.15, rern6,
2013-07-16,112.46, -209.00, -9.58, 2.43, 2.15, 11.34, rern6,
2013-07-17,112.91, -208.77, -5.11, 2.41, 2.13, 11.21, rern6,
2013-07-18,111.56, -210.80, -1.68, 2.36, 2.08, 10.97, rern6,
2013-07-19,110.43, -209.75, -0.76, 2.35, 2.03, 10.77, rern6,
2013-07-20,112.09, -210.28, 5.42, 2.49, 2.12, 11.44, rern6,
2013-07-21,114.08, -209.93, -1.72, 2.4, 2.07, 11.07, rern6,
2013-07-22,112.47, -210.09, -5.42, 2.46, 2.17, 11.63, rern6,
2013-07-23,111.51, -210.34, -0.58, 2.46, 2.14, 11.5, rern6,
2013-07-24,109.20, -209.63, -1.79, 2.5, 2.13, 11.65, rern6,
2013-07-25,111.52, -209.86, -13.05, 2.77, 2.24, 12.63, rern6,
2013-07-26,112.51, -210.13, -8.71, 2.37, 2.04, 10.83, rern6,
2013-07-27,112.60, -210.27, -3.41, 2.4, 2.1, 11.17, rern6,
2013-07-28,112.19, -210.94, -0.27, 2.38, 2.03, 10.83, rern6,
2013-07-29,111.97, -210.76, 9.40, 2.33, 2.02, 10.72, rern6,
2013-07-30,113.27, -210.24, -1.64, 2.43, 2.1, 11.2, rern6,
2013-07-31,113.56, -211.21, -2.93, 2.64, 2.22, 12.02, rern6,
2013-08-01,112.77, -211.27, -2.86, 2.49, 2.15, 11.5, rern6,
2013-08-02,113.28, -210.72, -2.04, 2.47, 2.07, 11.17, rern6,
2013-08-03,110.95, -211.59, 7.21, 2.38, 2.04, 10.83, rern6,
2013-08-04,112.11, -211.32, 3.94, 2.43, 2.12, 11.25, rern6,
2013-08-05,112.34, -211.45, -6.84, 2.45, 2.11, 11.21, rern6,
2013-08-06,113.24, -211.70, 0.59, 2.61, 2.23, 11.86, rern6,
2013-08-07,113.51, -211.78, -1.92, 2.43, 2.08, 11.06, rern6,
2013-08-08,113.45, -210.80, -0.75, 2.42, 2.07, 11.13, rern6,
2013-08-09,113.10, -211.37, 8.23, 2.43, 2.04, 10.99, rern6,
2013-08-10,114.67, -211.66, -3.58, 2.39, 2.02, 10.71, rern6,
2013-08-11,112.30, -211.67, 2.76, 2.4, 2.05, 11.02, rern6,
2013-08-12,113.78, -211.16, 6.46, 2.45, 2.09, 11.25, rern6,
2013-08-13,113.11, -211.04, -0.45, 2.48, 2.1, 11.21, rern6,
2013-08-14,112.00, -212.82, 1.81, 2.42, 2.04, 10.92, rern6,
2013-08-15,114.13, -210.89, -5.79, 2.54, 2.12, 11.28, rern6,
2013-08-16,112.85, -212.21, 10.17, 2.41, 2.04, 10.92, rern6,
2013-08-17,113.15, -210.09, -3.85, 2.65, 2.25, 12.03, rern6,
2013-08-18,113.52, -211.36, -4.61, 2.43, 2.07, 11.03, rern6,
2013-08-19,112.65, -213.67, 4.08, 2.46, 2.07, 11.03, rern6,
2013-08-20,113.09, -211.88, -2.84, 2.45, 2.13, 11.37, rern6,
2013-08-21,114.43, -212.48, -2.89, 2.46, 2.08, 11.11, rern6,
2013-08-22,112.99, -211.91, -2.59, 2.55, 2.17, 11.64, rern6,
2013-08-23,115.32, -213.99, -4.41, 2.44, 2.07, 11.12, rern6,
2013-08-24,112.70, -213.99, 6.23, 2.45, 2.06, 11.05, rern6,
2013-08-25,113.94, -213.30, -0.99, 2.45, 2.07, 11.04, rern6,
2013-08-26,114.62, -213.22, -5.59, 2.4, 2.04, 10.8, rern6,
2013-08-27,114.91, -213.06, -4.10, 2.43, 2.05, 10.97, rern6,
2013-08-28,114.11, -214.44, 2.17, 2.49, 2.1, 11.29, rern6,
2013-08-29,115.60, -214.03, 0.27, 2.58, 2.18, 11.81, rern6,
2013-08-30,114.92, -213.70, -6.74, 2.5, 2.12, 11.32, rern6,
2013-08-31,114.92, -214.76, -0.39, 2.44, 2.06, 10.97, rern6,
2013-09-01,115.33, -214.73, -2.51, 2.11, 1.82, 9.69, rern6,
2013-09-02,114.58, -214.65, 0.85, 2.35, 1.99, 10.69, rern6,
2013-09-03,116.19, -214.44, -4.61, 2.63, 2.22, 11.83, rern6,
2013-09-04,116.11, -213.52, -7.79, 2.51, 2.11, 11.24, rern6,
2013-09-05,114.23, -213.55, -5.39, 1.97, 1.7, 8.95, rern6,
2013-09-06,115.27, -215.03, -3.48, 2.02, 1.73, 9.22, rern6,
2013-09-07,114.96, -216.31, -6.20, 2.34, 1.97, 10.58, rern6,
2013-09-08,114.13, -214.42, -3.41, 2.49, 2.1, 11.26, rern6,
2013-09-09,114.46, -214.08, -6.85, 2.53, 2.09, 11.28, rern6,
2013-09-10,114.15, -215.04, 2.72, 2.38, 2, 10.78, rern6,
2013-09-11,114.07, -215.47, 0.99, 2.43, 2.04, 10.99, rern6,
2013-09-12,114.82, -214.92, 2.30, 2.4, 2.01, 10.76, rern6,
2013-09-13,113.61, -215.82, 2.16, 2.38, 1.99, 10.86, rern6,
2013-09-14,114.94, -215.08, -4.48, 2.42, 2.01, 10.88, rern6,
2013-09-15,114.39, -215.48, -1.84, 2.54, 2.14, 11.66, rern6,
2013-09-16,114.68, -213.98, -1.31, 2.42, 2.04, 11.05, rern6,
2013-09-17,115.49, -216.17, -4.16, 2.52, 2.13, 11.51, rern6,
2013-09-18,115.65, -214.73, -1.49, 2.42, 2.03, 10.81, rern6,
2013-09-19,114.37, -216.05, -1.45, 2.44, 2.08, 11.18, rern6,
2013-09-20,115.59, -215.56, 0.45, 2.39, 2.01, 10.76, rern6,
2013-09-21,117.19, -217.46, -2.03, 2.62, 2.17, 11.73, rern6,
2013-09-22,114.09, -215.56, 2.05, 2.43, 2.05, 10.86, rern6,
2013-09-23,116.60, -216.05, 0.75, 2.47, 2.07, 11.04, rern6,
2013-09-24,113.65, -217.89, 9.91, 2.58, 2.17, 11.72, rern6,
2013-09-25,114.57, -216.22, -0.59, 2.43, 2.08, 11.11, rern6,
2013-09-26,116.37, -216.73, -1.44, 2.46, 2.07, 10.99, rern6,
2013-09-27,114.94, -215.56, -2.62, 2.38, 2.03, 10.76, rern6,
2013-09-28,116.34, -216.52, -3.11, 2.38, 2.03, 10.71, rern6,
2013-09-29,116.13, -216.82, 2.83, 2.42, 2.08, 11.06, rern6,
2013-09-30,116.91, -215.38, -4.65, 2.5, 2.1, 11.17, rern6,
2013-10-01,115.00, -216.32, 7.27, 2.42, 2.09, 11.07, rern6,
2013-10-02,114.34, -216.01, -2.19, 2.39, 2.05, 10.89, rern6,
2013-10-03,116.74, -216.11, -6.71, 2.38, 2.05, 10.79, rern6,
2013-10-04,117.22, -217.23, -7.92, 2.44, 2.07, 10.92, rern6,
2013-10-05,117.85, -217.21, -7.92, 2.37, 2.03, 10.67, rern6,
2013-10-06,116.52, -218.02, 0.84, 2.34, 1.99, 10.49, rern6,
2013-10-07,116.60, -217.43, 4.15, 2.42, 2.04, 10.73, rern6,
2013-10-08,115.82, -217.13, -4.43, 2.46, 2.14, 11.4, rern6,
2013-10-09,117.29, -217.61, -10.32, 2.48, 2.11, 11.08, rern6,
2013-10-10,116.59, -217.06, -7.18, 2.43, 2.07, 10.73, rern6,
2013-10-11,116.61, -217.96, -3.85, 2.44, 2.12, 11.23, rern6,
2013-10-12,117.26, -217.90, 2.36, 2.42, 2.08, 11.04, rern6,
2013-10-13,116.41, -216.89, -1.33, 2.43, 2.07, 11, rern6,
2013-10-14,116.48, -217.24, -12.45, 2.4, 2.06, 10.86, rern6,
2013-10-15,118.98, -217.26, -13.73, 2.46, 2.15, 11.36, rern6,
2013-10-16,117.32, -217.80, -5.78, 2.42, 2.11, 11.08, rern6,
2013-10-17,117.21, -218.02, 3.02, 2.46, 2.09, 11.17, rern6,
2013-10-18,117.10, -217.36, -4.89, 2.55, 2.14, 11.44, rern6,
2013-10-19,116.55, -218.51, -8.32, 2.42, 2.07, 10.97, rern6,
2013-10-20,116.99, -219.11, -10.37, 2.41, 2.05, 10.82, rern6,
2013-10-21,118.26, -218.71, -2.08, 2.62, 2.24, 12.14, rern6,
2013-10-22,117.03, -218.76, 1.32, 2.35, 2.02, 10.75, rern6,
2013-10-23,116.48, -218.79, -6.21, 2.41, 2.07, 11.07, rern6,
2013-10-24,116.48, -218.00, -4.68, 2.48, 2.13, 11.51, rern6,
2013-10-25,116.46, -219.89, -7.01, 2.47, 2.19, 11.76, rern6,
2013-10-26,117.12, -218.29, -10.15, 2.38, 2.04, 10.89, rern6,
2013-10-27,117.20, -219.80, -7.33, 2.37, 2.02, 10.94, rern6,
2013-10-28,115.27, -224.38, 0.55, 2.51, 2.1, 11.4, rern6,
2013-10-29,118.70, -220.78, -0.36, 2.46, 2.09, 11.31, rern6,
2013-10-30,116.43, -218.61, -1.95, 2.46, 2.07, 11.27, rern6,
2013-10-31,115.12, -219.67, 1.82, 2.37, 2, 10.67, rern6,
2013-11-01,117.64, -218.90, -8.73, 2.54, 2.22, 12.02, rern6,
2013-11-02,116.55, -219.21, 4.24, 2.43, 2.04, 11.1, rern6,
2013-11-03,116.41, -220.09, -0.78, 2.52, 2.13, 11.53, rern6,
2013-11-04,115.70, -220.92, 8.55, 2.47, 2.03, 10.99, rern6,
2013-11-05,116.71, -220.10, -4.86, 2.49, 2.06, 11.11, rern6,
2013-11-06,117.52, -220.26, -0.46, 2.35, 1.98, 10.65, rern6,
2013-11-07,116.92, -219.61, -5.28, 2.4, 2.02, 10.86, rern6,
2013-11-08,116.91, -221.53, 2.49, 2.37, 1.98, 10.67, rern6,
2013-11-09,117.09, -221.03, -0.21, 2.43, 2.07, 11.2, rern6,
2013-11-10,116.99, -219.82, -1.02, 2.4, 2.04, 10.83, rern6,
2013-11-11,116.74, -221.08, -6.13, 2.41, 2.08, 11.05, rern6,
2013-11-12,118.51, -220.09, -0.70, 2.6, 2.18, 11.65, rern6,
2013-11-13,118.10, -220.61, -10.75, 2.39, 2.03, 10.94, rern6,
2013-11-14,116.97, -221.07, 4.04, 2.34, 2, 10.57, rern6,
2013-11-15,117.58, -221.04, 9.89, 2.43, 2.07, 10.97, rern6,
2013-11-16,116.75, -220.88, 9.76, 2.36, 2, 10.65, rern6,
2013-11-17,116.48, -221.43, 6.34, 2.41, 2.05, 11.12, rern6,
2013-11-18,116.77, -221.05, 3.34, 2.38, 2.05, 11.04, rern6,
2013-11-19,116.41, -220.72, 4.94, 2.42, 2.07, 11.18, rern6,
2013-11-20,117.90, -222.66, -2.74, 2.38, 2.03, 10.91, rern6,
2013-11-21,115.23, -222.36, -0.18, 2.39, 2.06, 10.95, rern6,
2013-11-22,116.25, -221.81, -3.41, 2.4, 2.08, 11.24, rern6,
2013-11-23,118.24, -220.69, -1.70, 2.43, 2.09, 11.29, rern6,
2013-11-24,117.29, -220.95, -0.36, 2.37, 2.01, 10.86, rern6,
2013-11-25,117.69, -220.90, -1.59, 2.56, 2.13, 11.54, rern6,
2013-11-26,116.50, -220.92, 1.92, 2.44, 2.09, 11.15, rern6,
2013-11-27,117.29, -222.01, -0.27, 2.44, 2.1, 11.03, rern6,
2013-11-28,117.37, -223.40, 0.51, 2.44, 2.11, 11.23, rern6,
2013-11-29,118.26, -221.87, -6.44, 2.47, 2.11, 11.28, rern6,
2013-11-30,118.12, -222.81, 0.89, 2.38, 2.01, 10.68, rern6,
2013-12-01,118.63, -222.34, 1.00, 2.39, 1.99, 10.55, rern6,
2013-12-02,117.96, -222.86, 2.00, 3.64, 3.29, 16.85, rern6,
2013-12-03,116.89, -222.33, -0.03, 2.5, 2.12, 11.09, rern6,
2013-12-04,118.39, -222.15, 3.31, 2.37, 1.99, 10.44, rern6,
2013-12-05,118.42, -222.12, -6.39, 2.44, 2.09, 11.02, rern6,
2013-12-06,117.53, -223.11, 2.53, 2.35, 1.99, 10.45, rern6,
2013-12-07,119.60, -224.76, 3.45, 2.51, 2.12, 11.2, rern6,
2013-12-08,119.45, -223.15, -3.65, 2.43, 2.09, 10.89, rern6,
2013-12-09,118.20, -223.45, 2.41, 2.36, 2, 10.34, rern6,
2013-12-10,119.04, -223.01, 2.12, 2.42, 2.06, 10.82, rern6,
2013-12-11,118.97, -223.94, 1.74, 2.36, 2.02, 10.5, rern6,
2013-12-12,118.11, -224.61, 6.30, 2.4, 2.01, 10.57, rern6,
2013-12-13,119.59, -222.67, -7.68, 2.43, 2.06, 10.94, rern6,
2013-12-14,119.59, -223.49, 0.09, 2.39, 2.01, 10.52, rern6,
2013-12-15,120.77, -223.36, -4.88, 2.42, 2.08, 10.87, rern6,
2013-12-16,119.31, -224.25, 6.70, 2.45, 2.13, 11.15, rern6,
2013-12-17,119.47, -223.78, -4.90, 2.36, 2.02, 10.59, rern6,
2013-12-18,120.67, -225.61, 0.64, 2.38, 2.02, 10.54, rern6,
2013-12-19,117.56, -223.97, 11.22, 2.44, 2.06, 10.78, rern6,
2013-12-20,119.20, -223.62, 2.84, 2.39, 2.05, 10.63, rern6,
2013-12-21,117.59, -225.37, 4.70, 2.37, 2.06, 10.73, rern6,
2013-12-22,120.20, -225.04, 0.04, 2.36, 2.02, 10.56, rern6,
2013-12-23,118.82, -224.30, -4.50, 2.35, 1.99, 10.44, rern6,
2013-12-24,120.55, -223.76, -5.40, 2.33, 1.99, 10.45, rern6,
2013-12-25,119.30, -224.20, -3.71, 2.39, 2.08, 10.88, rern6,
2013-12-26,119.36, -225.10, 1.97, 2.36, 2, 10.43, rern6,
2013-12-27,119.33, -225.36, -1.67, 2.42, 2.09, 10.88, rern6,
2013-12-28,118.80, -225.38, 4.90, 2.37, 2.02, 10.6, rern6,
2013-12-29,118.50, -224.81, -7.65, 2.36, 2.02, 10.47, rern6,
2013-12-30,119.01, -224.72, -3.64, 2.35, 1.98, 10.36, rern6,
2013-12-31,118.40, -225.68, -6.06, 2.4, 2.08, 10.96, rern6,
2014-01-01,118.85, -225.41, -4.08, 2.31, 1.97, 10.26, rern6,
2014-01-02,119.02, -226.06, -0.77, 2.36, 2.02, 10.65, rern6,
2014-01-03,118.61, -226.20, -0.41, 2.32, 1.95, 10.34, rern6,
2014-01-04,119.42, -226.75, 0.47, 2.4, 2.03, 10.65, rern6,
2014-01-05,119.18, -226.60, -2.43, 2.37, 2, 10.41, rern6,
2014-01-06,120.07, -225.86, -8.44, 2.41, 2.07, 10.87, rern6,
2014-01-07,119.18, -227.15, 2.19, 2.46, 2.07, 10.9, rern6,
2014-01-08,120.01, -226.71, 2.59, 2.35, 1.99, 10.51, rern6,
2014-01-09,118.11, -226.00, 11.74, 2.44, 2.03, 10.77, rern6,
2014-01-10,120.99, -226.62, 6.95, 2.38, 2, 10.59, rern6,
2014-01-11,119.73, -225.93, -4.93, 2.43, 2.05, 10.94, rern6,
2014-01-12,120.47, -226.82, 4.30, 2.42, 2.07, 10.73, rern6,
2014-01-13,120.00, -227.23, -0.03, 2.38, 2.01, 10.65, rern6,
2014-01-14,118.87, -226.30, -2.53, 2.39, 2.04, 10.74, rern6,
2014-01-15,120.20, -226.29, -3.44, 2.39, 2.01, 10.66, rern6,
2014-01-16,120.67, -225.92, -5.63, 2.4, 2.03, 10.67, rern6,
2014-01-17,120.58, -227.90, 6.36, 2.42, 2.09, 11.03, rern6,
2014-01-18,119.91, -227.92, 7.00, 2.31, 1.98, 10.42, rern6,
2014-01-19,120.61, -227.17, -0.92, 2.38, 2.02, 10.71, rern6,
2014-01-20,120.30, -227.87, 1.81, 2.37, 1.99, 10.47, rern6,
2014-01-21,120.75, -227.31, -7.63, 2.42, 2.07, 11.04, rern6,
2014-01-22,120.06, -228.77, -1.77, 2.37, 2.01, 10.65, rern6,
2014-01-23,119.73, -228.52, 7.11, 2.4, 2.02, 10.73, rern6,
2014-01-24,122.94, -227.74, 2.18, 2.47, 2.04, 10.88, rern6,
2014-01-25,120.78, -227.77, -3.17, 2.44, 2.06, 11.06, rern6,
2014-01-26,120.71, -229.20, 7.67, 2.43, 2.04, 10.77, rern6,
2014-01-27,122.09, -227.97, 4.98, 2.39, 2.01, 10.66, rern6,
2014-01-28,122.18, -227.93, -4.58, 2.4, 2.01, 10.69, rern6,
2014-01-29,122.22, -228.68, -4.06, 2.47, 2.09, 11.13, rern6,
2014-01-30,121.33, -229.74, 6.22, 2.47, 2.06, 10.94, rern6,
2014-01-31,122.30, -230.04, 6.81, 2.51, 2.12, 11.3, rern6,
2014-02-01,121.57, -228.46, -0.44, 2.4, 2.02, 10.66, rern6,
2014-02-02,121.55, -229.62, 4.81, 2.46, 2.06, 10.8, rern6,
2014-02-03,122.04, -229.81, 3.52, 2.44, 2.05, 10.59, rern6,
2014-02-04,120.77, -229.49, 2.70, 2.4, 2.02, 10.64, rern6,
2014-02-05,121.16, -229.18, -1.11, 2.46, 2.07, 11.12, rern6,
2014-02-06,120.90, -229.84, 10.84, 2.49, 2.1, 11.23, rern6,
2014-02-07,121.16, -229.91, 7.27, 2.47, 2.11, 10.93, rern6,
2014-02-08,119.37, -229.27, 12.01, 2.42, 2.05, 10.87, rern6,
2014-02-09,122.84, -230.62, 2.94, 2.45, 2.07, 11.09, rern6,
2014-02-10,123.05, -231.37, 2.34, 2.48, 2.11, 11.13, rern6,
2014-02-11,121.54, -230.55, 2.66, 2.43, 2.08, 11.11, rern6,
2014-02-12,122.73, -230.47, 1.42, 2.42, 2.03, 10.82, rern6,
2014-02-13,122.06, -229.01, -2.02, 2.44, 2.05, 10.97, rern6,
2014-02-14,121.38, -231.26, 10.01, 2.48, 2.05, 10.98, rern6,
2014-02-15,122.17, -231.48, 4.52, 2.4, 2.01, 10.8, rern6,
2014-02-16,122.05, -232.61, 9.32, 2.45, 2.08, 11.09, rern6,
2014-02-17,122.04, -231.48, 2.27, 2.38, 2.04, 10.94, rern6,
2014-02-18,122.52, -230.32, 1.02, 2.44, 2.14, 11.27, rern6,
2014-02-19,121.21, -230.17, 11.59, 2.45, 2.12, 11.09, rern6,
2014-02-20,121.22, -231.19, 1.47, 2.34, 2.02, 10.57, rern6,
2014-02-21,121.59, -231.23, 8.01, 2.39, 2.02, 10.61, rern6,
2014-02-22,120.43, -232.51, 2.95, 2.36, 2.03, 10.62, rern6,
2014-02-23,121.98, -230.43, 2.46, 2.4, 2.05, 10.82, rern6,
2014-02-24,121.78, -229.92, -1.31, 2.44, 2.09, 11.13, rern6,
2014-02-25,121.17, -232.40, 9.66, 2.37, 2.04, 10.69, rern6,
2014-02-26,121.97, -231.21, 15.84, 2.42, 2.06, 10.8, rern6,
2014-02-27,120.89, -232.77, 7.20, 2.7, 2.36, 12.49, rern6,
2014-02-28,123.11, -233.43, 0.04, 2.62, 2.24, 11.56, rern6,
2014-03-01,122.59, -233.03, 3.24, 2.5, 2.11, 11.32, rern6,
2014-03-02,121.66, -233.33, -2.69, 2.46, 2.12, 11.14, rern6,
2014-03-03,121.57, -231.76, 1.62, 2.51, 2.16, 11.31, rern6,
2014-03-04,122.68, -233.16, 6.45, 2.47, 2.1, 11.09, rern6,
2014-03-05,123.10, -233.78, 5.57, 2.55, 2.22, 11.57, rern6,
2014-03-06,122.82, -231.42, 1.71, 2.63, 2.22, 12.08, rern6,
2014-03-07,122.44, -234.05, 0.27, 2.65, 2.19, 12.22, rern6,
2014-03-08,120.98, -232.54, 4.97, 2.44, 2.05, 10.93, rern6,
2014-03-09,121.14, -232.52, 0.72, 2.41, 2.02, 10.73, rern6,
2014-03-10,123.81, -234.40, 11.26, 2.5, 2.09, 11.25, rern6,
2014-03-11,123.71, -232.27, -3.86, 2.44, 2.08, 11.24, rern6,
2014-03-12,123.48, -232.41, 3.15, 2.56, 2.19, 11.71, rern6,
2014-03-13,124.56, -232.67, 3.56, 2.51, 2.15, 11.54, rern6,
2014-03-14,122.98, -232.48, 0.59, 2.42, 2.05, 11.15, rern6,
2014-03-15,124.17, -233.22, -3.40, 2.46, 2.09, 11.36, rern6,
2014-03-16,122.54, -232.92, -4.79, 2.47, 2.14, 11.43, rern6,
2014-03-17,124.10, -234.14, 8.92, 2.48, 2.1, 11.08, rern6,
2014-03-18,123.05, -233.65, -3.21, 2.43, 2.04, 10.88, rern6,
2014-03-19,123.19, -233.88, 10.11, 2.41, 2.06, 10.94, rern6,
2014-03-20,125.41, -233.02, -1.81, 2.6, 2.18, 11.64, rern6,
2014-03-21,122.38, -233.74, 3.39, 2.5, 2.14, 11.55, rern6,
2014-03-22,122.62, -233.58, -2.40, 2.36, 1.99, 10.62, rern6,
2014-03-23,123.88, -234.65, 4.18, 2.44, 2.08, 10.95, suppf,
2014-03-24,123.68, -233.42, -1.06, 2.44, 2.1, 11.03, suppf,
2014-03-25,125.10, -234.99, 2.82, 2.49, 2.13, 11.17, suppf,
2014-03-26,127.72, -236.36, -9.38, 2.7, 2.31, 12.3, suppf,
2014-03-27,125.58, -234.27, -1.15, 2.53, 2.16, 11.56, suppf,
2014-03-28,124.90, -233.40, -5.81, 2.5, 2.17, 11.36, suppf,
2014-03-29,125.50, -235.27, -4.33, 2.45, 2.11, 11.07, suppf,
2014-03-30,124.87, -234.64, -0.38, 2.62, 3.68, 12.49, suppf,
2014-03-31,123.83, -237.63, 2.18, 2.53, 2.58, 11.71, suppf,
2014-04-01,125.60, -236.23, 7.38, 2.56, 2.22, 11.7, suppf,
2014-04-02,125.76, -236.47, 9.36, 2.68, 2.68, 12.41, suppf,
2014-04-03,124.22, -235.93, -4.41, 2.56, 2.6, 12.04, suppf,
2014-04-04,125.72, -240.02, 3.55, 2.65, 2.72, 12.23, suppf,
2014-04-05,126.25, -236.37, 5.88, 2.5, 2.19, 11.38, suppf,
2014-04-06,124.83, -235.17, -2.27, 2.45, 2.08, 11.09, suppf,
2014-04-07,124.69, -234.33, -3.94, 2.5, 2.13, 11.25, suppf,
2014-04-08,124.92, -235.14, 10.95, 2.5, 2.17, 11.43, suppf,
2014-04-09,125.04, -236.32, 6.50, 2.51, 2.19, 11.66, suppf,
2014-04-10,124.37, -236.11, 5.23, 2.51, 2.12, 11.48, suppf,
2014-04-11,125.80, -236.07, -1.62, 2.48, 2.14, 11.41, suppf,
2014-04-12,124.97, -235.59, 4.40, 2.46, 2.15, 11.41, suppf,
2014-04-13,124.61, -235.37, 6.98, 2.47, 2.14, 11.3, suppf,
2014-04-14,124.87, -236.19, 1.79, 2.52, 2.16, 11.31, suppf,
2014-04-15,124.41, -235.05, -0.03, 2.64, 2.31, 12.54, suppf,
2014-04-16,123.79, -236.75, 6.96, 2.5, 2.16, 11.48, suppf,
2014-04-17,123.59, -237.87, 5.26, 2.36, 2.08, 11.01, suppf,
2014-04-18,124.15, -237.05, 6.80, 2.45, 2.11, 11.29, suppf,
2014-04-19,123.85, -235.36, 14.80, 2.54, 2.23, 11.92, suppf,
2014-04-20,124.94, -237.00, 5.41, 2.51, 2.17, 11.5, suppf,
2014-04-21,125.82, -236.32, -0.59, 2.52, 2.17, 11.78, suppf,
2014-04-22,126.76, -236.23, 3.16, 2.67, 2.27, 12.03, suppf,
2014-04-23,124.28, -237.47, 14.82, 2.44, 2.08, 11.2, suppf,
2014-04-24,123.84, -236.38, 1.98, 2.53, 2.19, 11.7, suppf,
2014-04-25,125.20, -238.42, 13.45, 2.49, 2.16, 11.6, suppf,
2014-04-26,126.01, -235.49, 8.52, 2.56, 2.21, 11.81, suppf,
2014-04-27,127.33, -237.57, 5.48, 2.53, 2.17, 11.54, suppf,
2014-04-28,127.46, -237.65, 9.53, 2.53, 2.14, 11.35, suppf,
2014-04-29,123.98, -238.45, 0.61, 2.5, 2.13, 11.46, suppf,
2014-04-30,124.38, -238.17, 6.09, 2.42, 2.08, 11.17, suppf,
2014-05-01,126.57, -237.29, -2.81, 2.42, 2.13, 11.32, suppf,
2014-05-02,127.04, -238.32, 3.35, 2.45, 2.14, 11.27, suppf,
2014-05-03,126.58, -239.16, 5.02, 2.45, 2.12, 11.15, suppf,
2014-05-04,126.37, -236.78, 1.60, 2.44, 2.13, 11.34, suppf,
2014-05-05,125.63, -238.83, 4.08, 2.55, 2.2, 11.89, suppf,
2014-05-06,124.85, -237.30, 5.92, 2.48, 2.16, 11.46, suppf,
2014-05-07,125.18, -238.44, 9.29, 2.46, 2.15, 11.31, suppf,
2014-05-08,126.89, -238.71, 6.95, 2.43, 2.12, 11.17, suppf,
2014-05-09,126.03, -236.63, 4.74, 2.56, 2.21, 11.79, suppf,
2014-05-10,127.94, -238.72, 3.57, 2.62, 2.25, 11.91, suppf,
2014-05-11,131.70, -238.75, -6.43, 2.53, 2.71, 11.69, suppf,
2014-05-12,128.77, -239.54, 2.71, 2.47, 2.1, 11.13, suppf,
2014-05-13,129.57, -239.72, -6.37, 2.56, 2.79, 12.1, suppf,
2014-05-14,128.11, -239.72, -0.01, 2.46, 2.11, 11.37, suppf,
2014-05-15,128.94, -240.09, 3.20, 2.55, 2.27, 12.28, suppf,
2014-05-16,129.70, -239.85, -3.65, 2.5, 2.17, 11.79, suppf,
2014-05-17,127.88, -241.24, -8.15, 2.76, 3.18, 12.87, suppf,
2014-05-18,127.35, -238.92, 3.40, 2.51, 2.19, 11.46, suppf,
2014-05-19,130.09, -241.07, 3.01, 2.56, 2.16, 11.56, suppf,
2014-05-20,128.34, -241.02, 7.14, 2.55, 2.22, 11.65, suppf,
